# lat lon vals
41.12103 6.83786 0.01917
45.80290 15.73495 0.01814
46.50592 8.95539 0.01915
40.11126 13.17003 0.00797
43.00045 11.50036 0.03050
45.12312 13.01303 0.01733
45.73018 10.82276 0.01206
43.63351 12.95149 0.01262
48.06162 17.04092 0.01343
47.17118 7.96308 0.01363
49.91294 5.99176 0.01395
45.88870 12.62451 0.01277
41.82779 10.49178 0.01339
45.41825 20.53111 0.01775
50.97038 21.14956 0.01341
45.96548 11.77814 0.01274
43.20345 6.49644 0.01253
47.86709 15.73963 0.01606
48.51409 8.97806 0.01592
42.13156 13.23230 0.00869
45.17159 11.46445 0.01367
46.17919 13.60495 0.01406
46.79718 11.37597 0.01841
44.66658 13.53138 0.01696
49.02372 17.61655 0.03360
48.23689 8.49056 0.01004
50.90540 6.60745 0.01627
46.94565 13.21554 0.01660
42.78355 10.94939 0.01743
46.42122 21.13284 0.01492
51.73210 21.53999 0.01978
47.02606 12.35531 0.01738
44.21612 6.79951 0.01191
48.84961 16.33410 0.01955
49.53615 9.57190 0.01159
43.10757 13.80975 0.02694
46.23377 12.02241 0.01421
-2.74322 -34.41960 0.02849
-13.54413 -36.27844 0.01780
-11.87030 -32.03243 0.01660
-10.43262 -35.57370 0.02799
-6.28580 -29.81480 0.02464
-2.11169 -38.32880 0.03097
-9.01262 -34.15010 0.01847
-9.07913 -38.12897 0.02911
-13.09561 -39.15142 0.02701
-0.30793 -70.17295 0.01623
6.42172 -57.79545 0.02542
1.87892 -65.73269 0.02190
-7.72814 -60.29772 0.03094
-2.79977 -59.28874 0.01884
3.92568 -62.29099 0.02090
5.77519 -64.57633 0.01585
-0.67738 -55.63812 0.01535
-0.84715 -62.69615 0.01964
-4.59682 -63.66429 0.02204
0.01083 -60.83548 0.03441
-2.79790 -62.34075 0.04255
-8.13983 -61.74005 0.02817
-0.18998 -65.95851 0.05455
-3.95037 -71.91397 0.02180
-1.66662 -68.05900 0.02756
-10.72972 -62.78028 0.02736
-6.46990 -61.46950 0.02353
0.98636 -64.42344 0.02186
3.10681 -67.00145 0.01272
-4.22373 -57.01833 0.03546
-4.51797 -64.95634 0.04755
-7.95255 -65.87156 0.03154
-3.57920 -62.94844 0.02409
-6.40931 -64.61964 0.04295
-12.89448 -68.03610 0.05968
-10.94172 -64.12302 0.05298
-3.85159 -68.15178 0.03467
-2.36032 -67.27642 0.01907
3.92880 -53.18727 0.01127
0.05678 -61.33151 0.03205
-9.06764 -55.75617 0.01255
-4.84983 -54.80959 0.01586
1.95968 -57.42207 0.01647
4.60047 -60.04909 0.02761
-2.96550 -51.96243 0.01923
-3.13134 -57.78834 0.02776
-6.78931 -58.75635 0.01659
-2.30582 -56.03218 0.05195
-5.00664 -57.45582 0.03862
-9.62341 -56.98682 0.03162
-2.35600 -61.50061 0.03895
-3.45050 -75.26113 0.01567
-10.16126 -74.12668 0.02170
-1.29131 -72.14391 0.02152
-10.70502 -66.83423 0.01458
-6.09951 -65.25944 0.01217
1.62432 -68.65905 0.01452
3.25278 -71.13599 0.01714
-3.90628 -69.27552 0.04294
-7.34611 -70.19835 0.01210
-2.89791 -67.06772 0.03029
-5.85523 -68.91974 0.05612
-12.03343 -72.24865 0.03363
-10.70602 -68.35033 0.02630
-3.30409 -72.25622 0.04182
-2.53308 -71.42754 0.02144
-0.30066 -67.42497 0.02325
-9.56139 -62.09537 0.01443
-5.04541 -60.88920 0.02563
2.11442 -63.88813 0.01788
4.09405 -66.33669 0.01943
-3.08275 -64.36864 0.03800
-6.62430 -65.29817 0.02914
-2.17423 -62.41299 0.05539
-4.99607 -64.02288 0.03281
-9.82837 -63.48206 0.03122
-2.42484 -67.56706 0.01795
-2.16754 -68.47875 0.02373
4.51933 -55.10393 0.02236
0.17126 -63.29688 0.03904
-8.99748 -57.84222 0.01107
-4.63914 -56.83681 0.04325
2.21954 -59.56262 0.02282
4.58757 -62.08845 0.02060
-2.66168 -53.64059 0.02159
-2.84460 -59.96054 0.03012
-6.47722 -60.91631 0.05142
-1.99812 -58.15421 0.03426
-4.73380 -59.62421 0.08569
-9.47288 -59.12661 0.02360
-2.11699 -63.46583 0.03500
5.04713 -49.14767 0.00605
2.66991 -56.77157 0.01705
-6.85332 -50.86208 0.01615
-2.34172 -50.11081 0.02546
3.96453 -52.60743 0.02165
6.70435 -55.18404 0.03936
-0.61177 -47.94868 0.01106
-0.70814 -52.90479 0.01894
-4.73468 -54.00797 0.01880
0.05225 -51.25755 0.02763
-2.63106 -52.57620 0.03776
-7.73178 -52.11184 0.03382
0.14127 -57.13738 0.03280
5.48300 -48.04754 0.03526
3.44116 -55.59893 0.01119
-6.22717 -49.58711 0.03214
-1.60817 -48.87655 0.02541
4.58199 -51.34770 0.02063
7.33222 -53.91050 0.02204
0.09202 -46.85143 0.01813
0.00963 -51.63709 0.01915
-4.14505 -52.79396 0.02333
0.75629 -50.00843 0.04338
-1.93323 -51.31129 0.04053
-7.20815 -50.85206 0.03291
0.88004 -56.03955 0.02446
-4.14316 -39.93448 0.04128
-16.64789 -42.82960 0.02279
-15.56709 -37.62185 0.01698
-13.78681 -41.99321 0.02808
-4.54510 -44.66494 0.02244
-12.23898 -40.14678 0.01752
-12.37961 -44.55749 0.03975
-15.89200 -45.37352 0.02834
-11.54560 -42.80788 0.04458
-14.19550 -44.12149 0.04444
-21.02445 -47.72139 0.04618
-17.27021 -43.71988 0.04394
-10.74477 -51.44471 0.04369
-11.34113 -33.97826 0.02221
-15.71468 -44.18365 0.02334
-14.71572 -38.62669 0.03059
-12.76113 -43.33408 0.04113
-11.19566 -41.42931 0.04222
-11.34199 -45.89651 0.05791
-14.85098 -46.74005 0.04433
-10.51465 -44.16372 0.06445
-13.15058 -45.48531 0.03145
-20.10405 -49.14138 0.04643
-16.33864 -45.09548 0.04219
-9.85736 -52.23644 0.07032
-5.51779 -36.04724 0.02895
-17.92841 -38.69900 0.01065
-16.61433 -34.26213 0.02747
-15.18739 -37.92308 0.00903
-5.09230 -40.91786 0.01900
-13.69709 -36.27327 0.01200
-13.80459 -40.51760 0.04802
-17.42593 -41.29556 0.01530
-12.97349 -38.73159 0.02394
-15.65822 -40.00841 0.04057
-22.70876 -43.70159 0.01885
-18.59528 -39.56050 0.02135
-12.93845 -31.35723 0.02025
-3.24614 -38.78384 0.02725
-14.93600 -41.21090 0.01973
-13.66656 -36.23519 0.02922
-11.93628 -40.42651 0.02853
-3.34379 -43.06551 0.01486
-10.43448 -38.73418 0.01965
-10.54658 -42.96952 0.02561
-14.21525 -43.86018 0.02348
-9.75002 -41.25533 0.02475
-12.38042 -42.53672 0.04798
-15.65770 -42.12904 0.03857
-8.88770 -50.20799 0.03984
-9.67446 -33.27316 0.02557
-4.13933 -37.29220 0.01361
-15.95985 -39.73896 0.02062
-14.63165 -35.07229 0.01671
-13.06132 -38.96653 0.02205
-3.97257 -41.73693 0.02121
-11.57564 -37.32335 0.02172
-11.68137 -41.52349 0.03905
-15.35522 -42.38125 0.02586
-20.36957 -39.25811 0.05725
-19.16672 -34.79362 0.03663
-17.78289 -38.44497 0.03234
-16.24778 -36.68081 0.02561
-16.37661 -41.08626 0.02559
-19.88296 -41.76650 0.05958
-15.49442 -39.24008 0.03129
-18.23520 -40.54476 0.05912
-20.95281 -40.08680 0.05794
-15.37948 -31.40162 0.04694
-18.02705 -40.24600 0.01499
-16.81073 -35.56993 0.01396
-15.28699 -39.44128 0.02187
-5.24468 -42.34578 0.04242
-13.77001 -37.70446 0.03075
-13.89411 -42.02739 0.03835
-17.44552 -42.79824 0.01960
-13.05209 -40.24495 0.04177
-15.73236 -41.53958 0.03756
-22.49149 -45.10036 0.02253
-18.65897 -41.10794 0.04477
-11.94240 -50.10633 0.06452
-12.94288 -32.32296 0.02682
4.21180 -45.55444 0.01851
2.56052 -53.55875 0.01801
-7.09001 -47.16150 0.00992
-2.80051 -46.44339 0.01392
3.52444 -48.84103 0.01565
6.81354 -51.68526 0.01883
-1.17566 -44.59028 0.01389
-1.25918 -49.09976 0.01477
-5.38689 -50.26273 0.01392
3.24202 -68.71926 0.01981
8.74344 -56.54249 0.02637
5.37983 -63.59653 0.01719
-5.02186 -57.95139 0.02275
0.76211 -57.22592 0.01786
6.99746 -60.26753 0.02690
8.62933 -62.33431 0.02191
2.82307 -54.15989 0.01975
2.74278 -60.60314 0.03706
-1.42958 -61.67128 0.02016
3.54543 -58.83878 0.04838
0.70089 -60.23535 0.02595
-5.71030 -59.52943 0.02408
3.39316 -63.96933 0.03067
11.07521 -61.08117 0.03295
9.43249 -53.64925 0.02126
-19.22510 -46.48843 0.01772
-13.75758 -45.69686 0.02146
-19.39867 -50.43553 0.02172
-16.29861 -47.83798 0.05538
-11.31402 -46.80296 0.02717
-16.74711 -49.18641 0.02959
-22.57911 -54.80240 0.01921
-19.06919 -46.95913 0.03448
-18.39566 -40.91519 0.02840
