# lat lon vals
42.84270 10.04765 0.01281
42.01868 10.96959 0.01632
43.33589 14.34871 0.01326
46.08033 22.84769 0.01024
41.20089 9.33981 0.01018
41.09869 12.46386 0.01632
41.24536 14.54659 0.02035
43.28245 13.16640 0.01688
38.88382 9.43828 0.02466
38.97077 14.32045 0.01097
48.95655 23.51529 0.01250
42.91144 8.79111 0.01814
44.71882 8.11671 0.02094
43.12984 14.91985 0.01939
41.14931 12.13541 0.01687
44.66714 19.47168 0.02056
44.06018 14.17027 0.02024
42.62023 9.74723 0.02311
46.57040 22.54952 0.01101
46.29148 20.89229 0.01305
39.87443 23.88859 0.01488
43.78833 10.90253 0.00892
34.31681 14.24447 0.01154
40.89967 12.17962 0.03054
40.81542 14.34722 0.00929
42.84639 12.97527 0.02076
38.50557 9.34249 0.01168
38.58504 14.12193 0.01200
42.46986 8.63736 0.01004
44.29095 7.92853 0.01214
42.69727 14.72374 0.01582
40.71881 11.96473 0.01342
44.27311 19.31619 0.01068
43.63595 13.97696 0.01786
42.17939 9.58876 0.01797
46.23952 22.48531 0.01490
45.94678 20.79291 0.00869
39.47452 23.63599 0.01710
43.35330 10.71787 0.02649
34.10960 14.05027 0.00935
40.47308 12.01018 0.03199
45.79190 9.26366 0.02509
50.12559 -0.64125 0.01235
41.21145 5.67529 0.01610
41.21625 10.87067 0.01853
51.76810 19.91417 0.01604
45.25734 5.02031 0.01684
46.87512 4.41638 0.02475
45.71158 11.13579 0.02451
43.61125 8.32662 0.02129
47.44545 16.09558 0.02737
46.58830 10.25647 0.01376
45.01416 5.91764 0.02525
49.46605 19.35210 0.01895
49.10556 17.45368 0.02019
46.16747 6.99484 0.02815
53.40209 2.17993 0.01230
35.64003 11.17536 0.01410
43.34913 8.38935 0.01385
42.53031 12.63544 0.04600
44.56683 11.12884 0.02457
49.52566 0.59741 0.00000
40.10142 7.49393 0.03581
40.14753 12.49562 0.03213
44.10815 6.83221 0.03391
45.81451 6.18793 0.02605
44.45224 12.94210 0.02856
42.41408 10.14757 0.04396
46.09888 17.72102 0.02611
45.35707 12.12856 0.03831
43.84338 7.75545 0.02719
48.08055 20.93019 0.03302
47.75683 19.13656 0.02867
41.05243 23.07756 0.03555
45.00391 8.86395 0.03762
35.11676 12.59326 0.03021
42.15981 10.20099 0.03693
44.46027 12.32965 0.01455
46.52365 10.72181 0.01973
41.83740 6.84549 0.01712
41.88064 12.24168 0.01100
52.00685 20.95876 0.02525
46.03939 6.32074 0.02308
47.68330 5.76250 0.03102
46.41505 12.59143 0.02695
44.33575 9.70453 0.02089
48.00773 17.39263 0.01390
47.29188 11.73307 0.02193
45.78249 7.25182 0.01936
49.85914 20.43345 0.01290
49.55577 18.66587 0.01402
46.93232 8.41633 0.03677
44.06694 9.76008 0.03670
43.64231 9.56470 0.03112
45.67555 7.86181 0.02891
49.79141 -1.84233 0.00000
41.14694 4.46757 0.01665
41.11797 9.58121 0.02262
45.09145 3.72062 0.02480
46.67624 3.08831 0.01876
45.62266 9.75541 0.03667
43.49410 6.98560 0.03015
47.48522 14.90210 0.02292
46.49480 8.84479 0.02909
44.86158 4.59394 0.03702
49.64992 18.36334 0.01621
49.23669 16.32814 0.02484
46.01647 5.60857 0.02302
53.14637 0.68024 0.02853
35.61098 9.99686 0.01565
43.23532 7.05533 0.02297
38.86365 7.28307 0.04379
40.30401 10.39125 0.04554
44.11437 20.35448 0.01753
38.01991 8.69878 0.03261
38.19745 10.66751 0.01796
40.19617 9.23124 0.02076
36.09041 6.26935 0.01562
36.08775 10.53427 0.01914
39.67613 5.30477 0.01142
41.44232 4.48358 0.01677
40.12218 10.98760 0.02021
38.07072 8.40508 0.02452
42.15133 16.08974 0.00917
41.08298 10.19670 0.03422
39.42210 6.16258 0.02684
44.73031 20.03942 0.03730
44.25622 17.93586 0.02439
36.94384 20.88819 0.01686
40.61877 7.06867 0.01305
32.17362 10.64482 0.01629
37.84166 8.46505 0.03318
41.81294 13.75488 0.01677
43.84866 12.32434 0.01937
49.22634 1.37850 0.01208
39.43075 8.63966 0.01859
39.50113 13.56142 0.01451
49.62825 22.81860 0.01901
43.44065 7.98061 0.00968
45.20665 7.31457 0.01326
43.71177 14.10340 0.01512
41.70875 11.31378 0.01272
45.29628 18.75739 0.01438
44.63262 13.32785 0.00985
43.16073 8.92353 0.01005
47.23721 21.90432 0.01546
46.93934 20.18606 0.01390
40.40246 23.52972 0.02065
44.32615 10.05825 0.02134
34.72135 13.55164 0.01760
41.45776 11.36178 0.01465
43.95447 13.83228 0.01292
46.01613 12.32192 0.02275
50.95441 1.74398 0.02296
41.37866 8.32715 0.01864
41.46048 13.66280 0.01244
51.30811 22.42371 0.02992
45.59671 7.83505 0.01969
47.30353 7.26557 0.01902
45.87842 14.15471 0.01212
43.84589 11.25204 0.01901
47.38082 18.80792 0.01458
46.77182 13.34341 0.01503
45.32165 8.79447 0.01020
49.16391 21.76796 0.01414
48.89667 20.09511 0.01334
42.40401 24.18849 0.02174
46.47344 10.00702 0.01919
54.16502 5.25305 0.02141
35.94807 13.69707 0.02940
43.58051 11.29953 0.01840
44.99254 14.43606 0.01175
47.07409 12.90956 0.01527
51.93832 2.35524 0.01907
42.30119 8.66113 0.01864
42.40508 14.25307 0.01902
52.03723 22.75550 0.01719
46.67142 8.29580 0.01747
48.37071 7.78161 0.01038
46.92509 14.76412 0.01131
44.88678 11.78079 0.02718
48.35162 19.37106 0.01520
47.81011 13.94715 0.01443
46.39177 9.27720 0.02572
49.78819 20.58339 0.02909
47.53843 10.55840 0.00846
54.91112 6.07121 0.00000
44.61290 11.82482 0.02415
-13.21427 -34.60390 0.01967
-15.33264 -30.61571 0.03625
-9.18384 -35.32927 0.01749
-9.15350 -29.65068 0.02758
-6.05356 -36.94224 0.03698
-2.71030 -38.70421 0.02449
-7.12377 -33.54578 0.02834
-10.39913 -37.90697 0.02660
-13.49337 -37.47492 0.01791
2.43758 -69.55831 0.03428
-4.25792 -66.31083 0.02308
3.78526 -64.80199 0.03200
-0.94308 -58.93471 0.03002
1.91098 -61.38975 0.01912
3.39488 -62.59474 0.06561
-2.10514 -62.58526 0.03425
-6.26396 -62.13642 0.02941
2.28806 -60.57169 0.03337
-1.20645 -62.35187 0.07121
-4.80265 -64.04583 0.01883
-2.20563 -66.11425 0.03643
6.27512 -60.11558 0.03014
-1.18135 -71.71148 0.02588
-7.55461 -68.22817 0.02746
0.60371 -67.19294 0.02585
-4.57705 -60.90120 0.02231
-1.42939 -63.46722 0.02598
0.29607 -64.78145 0.02301
-5.75806 -64.85678 0.04376
-9.41654 -64.46620 0.01625
-0.92420 -62.50232 0.03475
-4.87745 -64.60790 0.05172
-8.10434 -66.21127 0.04475
-5.77200 -68.17141 0.03057
4.25767 -61.71302 0.02949
-6.74275 -61.68937 0.02880
2.22528 -60.25954 0.03328
-10.21594 -52.42683 0.02851
-3.21054 -54.45753 0.05471
-0.35631 -56.51723 0.03282
1.40539 -57.73175 0.01474
-0.07300 -50.82028 0.03109
-4.36460 -57.67979 0.02959
-8.08791 -57.30717 0.03522
-0.03456 -55.75664 0.03110
-3.48488 -57.45358 0.05907
-7.02050 -59.15157 0.04129
-4.59288 -61.57348 0.04513
4.20149 -55.26643 0.02660
-1.08124 -75.06957 0.02694
-6.76850 -72.37330 0.04124
0.88752 -71.34404 0.01842
-3.96510 -64.55862 0.02005
-0.68408 -67.65483 0.05051
0.89681 -69.03867 0.03791
-5.17162 -69.17586 0.02363
-9.02805 -68.73996 0.02529
-0.06612 -66.55167 0.03529
-4.27387 -68.90972 0.06273
-7.46892 -70.52532 0.01460
-5.08874 -72.30021 0.03728
1.50773 -77.58831 0.02963
0.19261 -71.08181 0.02526
-6.23322 -67.73963 0.04600
1.81374 -66.54132 0.03281
-3.15720 -60.40295 0.03153
-0.12594 -62.95140 0.05738
1.48977 -64.22387 0.03177
-4.32866 -64.26393 0.03703
-8.17260 -63.84738 0.03021
0.33076 -62.04182 0.02834
-3.44200 -64.02126 0.04589
-6.79256 -65.65103 0.03816
-4.36647 -67.63533 0.03230
5.01726 -61.39231 0.02640
1.03263 -67.94338 0.02611
-6.30368 -63.67359 0.02675
2.29005 -62.29792 0.03709
-10.46117 -54.17027 0.01738
-2.92423 -56.45731 0.02930
-0.03603 -58.65622 0.05907
1.65307 -59.87636 0.02725
0.47137 -52.36285 0.03573
-4.08126 -59.85347 0.04141
-7.87475 -59.46438 0.01878
0.32116 -57.85912 0.11730
-3.19941 -59.62320 0.08516
-6.68901 -61.29777 0.05162
-4.24386 -63.54913 0.02115
-5.07215 -57.68359 0.01203
4.61233 -55.45832 0.02985
-7.54407 -47.84120 0.02462
-0.80190 -49.87857 0.02050
1.84157 -51.73789 0.02743
3.52156 -52.88810 0.04035
1.70858 -47.27813 0.02430
-1.96548 -52.79634 0.01990
-6.01331 -52.43637 0.02060
2.06011 -51.08471 0.01907
-1.06326 -52.57217 0.04546
-5.06338 -54.48083 0.02279
-2.42619 -57.39055 0.02769
5.53548 -50.78924 0.02401
1.42389 -46.94592 0.02751
-4.61893 -56.73316 0.03569
5.31795 -54.20718 0.02681
-6.80193 -46.62351 0.02984
-0.08696 -48.66921 0.03196
2.50846 -50.48716 0.03727
4.16528 -51.62274 0.05107
2.29582 -46.27195 0.02044
-1.25823 -51.53044 0.02976
-5.42303 -51.17808 0.04296
2.70461 -49.85625 0.04225
-0.34679 -51.30416 0.04137
-4.50743 -53.29436 0.03920
-1.79744 -56.36702 0.04095
6.00604 -49.60010 0.02511
-16.68434 -49.53300 0.02015
-16.60365 -41.04595 0.02493
-19.34388 -36.24423 0.02287
-12.46119 -41.63703 0.03484
-9.00990 -43.29413 0.04129
-5.38640 -45.06431 0.03045
-9.84664 -39.10121 0.03436
-13.65118 -44.35543 0.06022
-16.43094 -43.95111 0.04993
-8.78978 -42.52292 0.02333
-12.75816 -44.17068 0.03882
-16.16463 -45.81715 0.05892
-19.47693 -41.20863 0.04223
-14.26583 -50.31735 0.06636
-15.05843 -36.31630 0.02353
-10.18782 -38.94255 0.04489
-15.55249 -50.73070 0.02604
-15.73052 -42.31451 0.04996
-11.41913 -42.97625 0.04895
-8.78694 -40.37697 0.02685
-12.60014 -45.71326 0.03461
-15.44917 -45.32878 0.03231
-11.71440 -45.52163 0.06767
-15.11965 -47.17689 0.04811
-18.82155 -42.45819 0.05307
-13.16869 -51.35323 0.04921
-14.19426 -37.20238 0.02464
-18.59361 -46.19308 0.06954
-17.73409 -37.08146 0.02134
-19.69867 -33.24400 0.01218
-13.90485 -37.59945 0.02514
-10.27578 -39.28492 0.01067
-5.97694 -41.34717 0.03891
-11.44304 -35.35330 0.01712
-15.11856 -40.26184 0.02287
-17.82706 -39.79515 0.02532
-10.11398 -38.50677 0.02200
-14.19969 -40.09505 0.04168
-17.73326 -41.77991 0.02705
-20.29816 -37.23837 0.03710
-15.94494 -47.45800 0.05445
-11.77704 -35.22798 0.03240
-15.24885 -48.48277 0.02712
-14.82042 -39.42907 0.02572
-17.53299 -34.69286 0.02664
-10.63522 -40.11819 0.02938
-10.53574 -32.71272 0.02575
-7.38297 -41.75072 0.03016
-4.06140 -43.44192 0.03699
-8.25186 -37.88386 0.01871
-11.82284 -42.77101 0.04193
-14.74682 -42.36714 0.02804
-7.21039 -41.03125 0.03669
-10.92300 -42.58320 0.03610
-14.53243 -44.34331 0.03186
-17.96062 -39.51339 0.03704
-12.58357 -49.21881 0.08245
-13.15072 -35.08151 0.02898
-8.56332 -37.72891 0.04389
-16.50674 -47.23045 0.02858
-15.79018 -38.03932 0.02841
-18.11916 -33.76868 0.01852
-11.77564 -38.65914 0.02808
-8.40336 -40.30415 0.01956
-4.73677 -42.13157 0.03670
-9.40294 -36.47535 0.02863
-12.97384 -41.30175 0.01953
-15.82050 -40.87190 0.01764
-20.87086 -46.34006 0.00000
-20.20715 -37.67618 0.02660
-22.01279 -34.00966 0.02983
-16.47656 -38.07709 0.03136
-16.25205 -31.09521 0.03143
-12.48023 -39.81235 0.04233
-13.77052 -35.56702 0.03736
-17.70810 -40.80529 0.03856
-20.26551 -40.31645 0.07081
-12.27818 -38.96095 0.04734
-16.78276 -40.64894 0.06118
-20.15276 -42.22008 0.06685
